time,o,h,l,c,volume,complete
2019-03-08 16:30:00,1.12443,1.1245,1.12373,1.12436,528,True
2019-03-08 17:00:00,1.12433,1.12468,1.12385,1.12415,546,True
2019-03-08 17:30:00,1.12417,1.12432,1.12388,1.12409,266,True
2019-03-08 18:00:00,1.12411,1.12439,1.12391,1.12407,254,True
2019-03-08 18:30:00,1.12405,1.12416,1.1239,1.12412,167,True
2019-03-08 19:00:00,1.12409,1.12428,1.12393,1.12419,161,True
2019-03-08 19:30:00,1.12417,1.1244,1.12414,1.12433,196,True
2019-03-08 20:00:00,1.12436,1.12438,1.12355,1.12362,345,True
2019-03-08 20:30:00,1.1236,1.1236,1.12321,1.12324,157,True
2019-03-08 21:00:00,1.12327,1.12359,1.12314,1.12335,124,True
2019-03-08 21:30:00,1.12339,1.12397,1.12331,1.12397,142,True
2019-03-10 21:00:00,1.12378,1.12391,1.1233,1.12338,35,True
2019-03-10 21:30:00,1.12341,1.12376,1.12341,1.12362,22,True
2019-03-10 22:00:00,1.12364,1.12372,1.12317,1.12317,97,True
2019-03-10 22:30:00,1.12321,1.12352,1.12321,1.12351,47,True
2019-03-10 23:00:00,1.12353,1.12379,1.12353,1.12368,68,True
2019-03-10 23:30:00,1.12365,1.12382,1.12319,1.12326,58,True
2019-03-11 00:00:00,1.12323,1.12331,1.12266,1.12268,163,True
2019-03-11 00:30:00,1.12266,1.123,1.12238,1.12287,166,True
2019-03-11 01:00:00,1.12285,1.12306,1.12248,1.12256,212,True
2019-03-11 01:30:00,1.12253,1.12306,1.12253,1.12296,92,True
2019-03-11 02:00:00,1.12298,1.1232,1.12294,1.1232,77,True
2019-03-11 02:30:00,1.12318,1.12331,1.12303,1.12327,99,True
2019-03-11 03:00:00,1.12325,1.1234,1.12315,1.12333,56,True
2019-03-11 03:30:00,1.12335,1.12341,1.12326,1.12336,36,True
2019-03-11 04:00:00,1.12333,1.12345,1.12326,1.12329,50,True
2019-03-11 04:30:00,1.12331,1.12342,1.1233,1.12342,51,True
2019-03-11 05:00:00,1.1234,1.1235,1.12332,1.12349,72,True
2019-03-11 05:30:00,1.12347,1.12355,1.1233,1.12343,47,True
2019-03-11 06:00:00,1.12343,1.12408,1.1234,1.12405,95,True
2019-03-11 06:30:00,1.12403,1.12415,1.12377,1.12383,68,True
2019-03-11 07:00:00,1.12381,1.12439,1.12357,1.12435,304,True
2019-03-11 07:30:00,1.12431,1.12511,1.12402,1.12495,385,True
2019-03-11 08:00:00,1.12493,1.12505,1.12435,1.12465,505,True
2019-03-11 08:30:00,1.12467,1.12497,1.12457,1.12471,382,True
2019-03-11 09:00:00,1.12467,1.12489,1.12431,1.12482,358,True
2019-03-11 09:30:00,1.12485,1.12592,1.12478,1.12529,431,True
2019-03-11 10:00:00,1.12531,1.12532,1.12366,1.1239,482,True
2019-03-11 10:30:00,1.12388,1.1247,1.1238,1.12439,374,True
2019-03-11 11:00:00,1.12436,1.125,1.12406,1.12421,389,True
2019-03-11 11:30:00,1.12424,1.12465,1.12407,1.12439,404,True
2019-03-11 12:00:00,1.12442,1.1246,1.12384,1.12432,303,True
2019-03-11 12:30:00,1.12432,1.12483,1.12334,1.12373,1075,True
2019-03-11 13:00:00,1.12376,1.1253,1.12368,1.12527,629,True
2019-03-11 13:30:00,1.1253,1.12553,1.12442,1.12482,621,True
2019-03-11 14:00:00,1.1248,1.125,1.12432,1.1244,498,True
2019-03-11 14:30:00,1.12439,1.12479,1.12366,1.12427,493,True
2019-03-11 15:00:00,1.1243,1.12457,1.12339,1.12374,347,True
2019-03-11 15:30:00,1.12376,1.12392,1.12224,1.12257,599,True
2019-03-11 16:00:00,1.1226,1.12325,1.1223,1.12312,547,True
2019-03-11 16:30:00,1.12309,1.12355,1.1227,1.1234,402,True
2019-03-11 17:00:00,1.12343,1.12389,1.12309,1.12366,421,True
2019-03-11 17:30:00,1.12369,1.12425,1.1235,1.12425,370,True
2019-03-11 18:00:00,1.12423,1.12435,1.124,1.124,253,True
2019-03-11 18:30:00,1.12402,1.1247,1.12393,1.12406,344,True
2019-03-11 19:00:00,1.12404,1.12482,1.12388,1.12472,327,True
2019-03-11 19:30:00,1.12474,1.1251,1.12435,1.12484,278,True
2019-03-11 20:00:00,1.12486,1.12486,1.1242,1.12454,89,True
2019-03-11 20:30:00,1.12456,1.12475,1.12434,1.12462,154,True
2019-03-11 21:00:00,1.1247,1.12488,1.12466,1.12468,66,True
2019-03-11 21:30:00,1.12468,1.12508,1.12468,1.12502,80,True
2019-03-11 22:00:00,1.12499,1.12761,1.12486,1.12691,1080,True
2019-03-11 22:30:00,1.12687,1.12703,1.1262,1.12642,383,True
2019-03-11 23:00:00,1.1264,1.12686,1.12602,1.12602,188,True
2019-03-11 23:30:00,1.12605,1.12605,1.12554,1.126,135,True
2019-03-12 00:00:00,1.12597,1.1262,1.12565,1.12595,308,True
2019-03-12 00:30:00,1.12593,1.12609,1.12577,1.12598,189,True
2019-03-12 01:00:00,1.126,1.12608,1.12591,1.12599,80,True
2019-03-12 01:30:00,1.12597,1.12641,1.12594,1.12612,118,True
2019-03-12 02:00:00,1.12609,1.12609,1.12584,1.12602,70,True
2019-03-12 02:30:00,1.126,1.1264,1.12591,1.1264,65,True
2019-03-12 03:00:00,1.12637,1.12663,1.12625,1.12652,54,True
2019-03-12 03:30:00,1.12653,1.12653,1.12614,1.12617,52,True
2019-03-12 04:00:00,1.12615,1.12619,1.12581,1.12583,57,True
2019-03-12 04:30:00,1.12585,1.126,1.1252,1.12522,105,True
2019-03-12 05:00:00,1.1252,1.12551,1.1252,1.12547,93,True
2019-03-12 05:30:00,1.12545,1.12577,1.12539,1.12563,87,True
2019-03-12 06:00:00,1.12561,1.12566,1.12544,1.1256,60,True
2019-03-12 06:30:00,1.12563,1.12611,1.12563,1.12591,110,True
2019-03-12 07:00:00,1.12589,1.12605,1.12553,1.12579,313,True
2019-03-12 07:30:00,1.12577,1.12681,1.12569,1.12669,415,True
2019-03-12 08:00:00,1.12672,1.12763,1.12647,1.12741,584,True
2019-03-12 08:30:00,1.12739,1.12837,1.12682,1.12833,724,True
2019-03-12 09:00:00,1.12829,1.12849,1.12753,1.12832,505,True
2019-03-12 09:30:00,1.12835,1.1285,1.12731,1.12737,551,True
2019-03-12 10:00:00,1.1274,1.12784,1.12683,1.12697,435,True
2019-03-12 10:30:00,1.12695,1.12718,1.1268,1.127,381,True
2019-03-12 11:00:00,1.12698,1.12754,1.12511,1.12581,1786,True
2019-03-12 11:30:00,1.12579,1.12585,1.12513,1.12542,687,True
2019-03-12 12:00:00,1.1254,1.12685,1.12501,1.12677,717,True
2019-03-12 12:30:00,1.12679,1.12855,1.12679,1.12822,1382,True
2019-03-12 13:00:00,1.12824,1.12838,1.12735,1.12755,555,True
2019-03-12 13:30:00,1.12758,1.12836,1.12736,1.12805,825,True
2019-03-12 14:00:00,1.12803,1.12816,1.12704,1.12722,781,True
2019-03-12 14:30:00,1.12724,1.12761,1.12678,1.12721,509,True
2019-03-12 15:00:00,1.12723,1.12947,1.12678,1.12929,721,True
2019-03-12 15:30:00,1.12926,1.1295,1.12727,1.12769,722,True
2019-03-12 16:00:00,1.12767,1.12898,1.12744,1.12891,653,True
2019-03-12 16:30:00,1.12889,1.12957,1.12883,1.12944,377,True
2019-03-12 17:00:00,1.12946,1.12958,1.12892,1.12902,297,True
2019-03-12 17:30:00,1.12904,1.12944,1.12898,1.12902,229,True
2019-03-12 18:00:00,1.12905,1.13012,1.12897,1.12998,312,True
2019-03-12 18:30:00,1.12996,1.13014,1.12943,1.12985,291,True
2019-03-12 19:00:00,1.12987,1.13038,1.12923,1.13,704,True
2019-03-12 19:30:00,1.12997,1.13056,1.12904,1.12971,841,True
2019-03-12 20:00:00,1.12968,1.13005,1.12933,1.12936,197,True
2019-03-12 20:30:00,1.12938,1.12954,1.12832,1.12898,231,True
2019-03-12 21:00:00,1.12886,1.12895,1.12879,1.12891,32,True
2019-03-12 21:30:00,1.12893,1.12893,1.12886,1.12889,12,True
2019-03-12 22:00:00,1.12896,1.12911,1.12893,1.12905,73,True
2019-03-12 22:30:00,1.12909,1.12909,1.12902,1.12906,26,True
2019-03-12 23:00:00,1.12907,1.12908,1.12875,1.12882,108,True
2019-03-12 23:30:00,1.1288,1.12881,1.12859,1.12874,103,True
2019-03-13 00:00:00,1.12872,1.12908,1.12871,1.12903,103,True
2019-03-13 00:30:00,1.12901,1.12909,1.12888,1.12888,78,True
2019-03-13 01:00:00,1.12891,1.12908,1.12883,1.12899,89,True
2019-03-13 01:30:00,1.12897,1.12907,1.12879,1.12879,82,True
2019-03-13 02:00:00,1.12883,1.12903,1.12866,1.12884,96,True
2019-03-13 02:30:00,1.12881,1.12895,1.12844,1.12852,113,True
2019-03-13 03:00:00,1.12854,1.12864,1.12839,1.12855,60,True
2019-03-13 03:30:00,1.12858,1.1286,1.12838,1.1285,62,True
2019-03-13 04:00:00,1.12848,1.12868,1.12839,1.12866,67,True
2019-03-13 04:30:00,1.12863,1.12864,1.12837,1.12842,56,True
2019-03-13 05:00:00,1.12841,1.12853,1.12835,1.12849,45,True
2019-03-13 05:30:00,1.12852,1.12884,1.12847,1.12873,117,True
2019-03-13 06:00:00,1.12873,1.12879,1.12843,1.12856,96,True
2019-03-13 06:30:00,1.12854,1.12891,1.12851,1.12874,135,True
2019-03-13 07:00:00,1.12876,1.12899,1.12839,1.12848,307,True
2019-03-13 07:30:00,1.12845,1.12889,1.12793,1.12803,389,True
2019-03-13 08:00:00,1.12805,1.12946,1.12782,1.12934,604,True
2019-03-13 08:30:00,1.12936,1.12975,1.12908,1.12949,407,True
2019-03-13 09:00:00,1.12946,1.12986,1.12899,1.1295,354,True
2019-03-13 09:30:00,1.12948,1.12965,1.12916,1.12947,217,True
2019-03-13 10:00:00,1.12951,1.13034,1.12951,1.12987,409,True
2019-03-13 10:30:00,1.12989,1.12989,1.12921,1.12935,328,True
2019-03-13 11:00:00,1.12933,1.12995,1.12929,1.12936,246,True
2019-03-13 11:30:00,1.12939,1.13054,1.12905,1.13027,605,True
2019-03-13 12:00:00,1.1303,1.13056,1.12978,1.13004,378,True
2019-03-13 12:30:00,1.13006,1.13019,1.12924,1.12944,682,True
2019-03-13 13:00:00,1.12946,1.13047,1.12913,1.13,555,True
2019-03-13 13:30:00,1.12998,1.13133,1.12973,1.13082,690,True
2019-03-13 14:00:00,1.13084,1.13143,1.13061,1.13109,516,True
2019-03-13 14:30:00,1.1311,1.13132,1.1306,1.1306,382,True
2019-03-13 15:00:00,1.13058,1.13092,1.1301,1.13064,490,True
2019-03-13 15:30:00,1.13062,1.13145,1.13019,1.131,785,True
2019-03-13 16:00:00,1.13097,1.13159,1.13024,1.13047,496,True
2019-03-13 16:30:00,1.13049,1.13073,1.13009,1.13059,275,True
2019-03-13 17:00:00,1.13057,1.1309,1.13036,1.13045,276,True
2019-03-13 17:30:00,1.13048,1.13055,1.13006,1.13035,180,True
2019-03-13 18:00:00,1.13033,1.13085,1.13033,1.1308,197,True
2019-03-13 18:30:00,1.13077,1.13356,1.13065,1.13301,669,True
2019-03-13 19:00:00,1.13305,1.13325,1.13224,1.13305,1053,True
2019-03-13 19:30:00,1.13308,1.13394,1.13295,1.13341,866,True
2019-03-13 20:00:00,1.13345,1.13355,1.13277,1.13299,300,True
2019-03-13 20:30:00,1.13301,1.13378,1.1328,1.13295,509,True
2019-03-13 21:00:00,1.13329,1.13331,1.13279,1.13279,94,True
2019-03-13 21:30:00,1.13277,1.13322,1.13259,1.13316,160,True
2019-03-13 22:00:00,1.13316,1.13348,1.13316,1.13341,114,True
2019-03-13 22:30:00,1.13338,1.1338,1.13338,1.1338,61,True
2019-03-13 23:00:00,1.13382,1.13389,1.13346,1.13362,56,True
2019-03-13 23:30:00,1.1336,1.13365,1.13305,1.13312,122,True
2019-03-14 00:00:00,1.13314,1.13337,1.1329,1.13303,195,True
2019-03-14 00:30:00,1.13305,1.13327,1.13273,1.13281,88,True
2019-03-14 01:00:00,1.13283,1.13287,1.13246,1.13279,157,True
2019-03-14 01:30:00,1.13277,1.13279,1.1324,1.13279,159,True
2019-03-14 02:00:00,1.13278,1.13325,1.13264,1.13302,127,True
2019-03-14 02:30:00,1.133,1.13302,1.13258,1.13277,78,True
2019-03-14 03:00:00,1.13275,1.1329,1.13239,1.13241,89,True
2019-03-14 03:30:00,1.13244,1.13251,1.13208,1.13218,104,True
2019-03-14 04:00:00,1.1322,1.13232,1.13205,1.13214,106,True
2019-03-14 04:30:00,1.13218,1.1322,1.13184,1.13199,119,True
2019-03-14 05:00:00,1.13196,1.13235,1.13196,1.13232,90,True
2019-03-14 05:30:00,1.13229,1.1323,1.13184,1.13203,121,True
2019-03-14 06:00:00,1.13203,1.13203,1.13143,1.13191,210,True
2019-03-14 06:30:00,1.13188,1.1321,1.13167,1.13188,208,True
2019-03-14 07:00:00,1.13187,1.13263,1.1313,1.1326,403,True
2019-03-14 07:30:00,1.13258,1.13287,1.13229,1.13242,436,True
2019-03-14 08:00:00,1.13245,1.13369,1.13245,1.1328,564,True
2019-03-14 08:30:00,1.13282,1.1333,1.1325,1.13271,476,True
2019-03-14 09:00:00,1.13269,1.13269,1.13171,1.13178,560,True
2019-03-14 09:30:00,1.13175,1.13196,1.1312,1.13141,501,True
2019-03-14 10:00:00,1.13144,1.13144,1.13058,1.13103,806,True
2019-03-14 10:30:00,1.13105,1.1311,1.13022,1.13069,568,True
2019-03-14 11:00:00,1.13071,1.13123,1.13029,1.13038,473,True
2019-03-14 11:30:00,1.13035,1.13037,1.12968,1.13025,603,True
2019-03-14 12:00:00,1.13023,1.13105,1.12987,1.13092,524,True
2019-03-14 12:30:00,1.1309,1.13115,1.13017,1.1302,601,True
2019-03-14 13:00:00,1.13023,1.13028,1.12949,1.12994,657,True
2019-03-14 13:30:00,1.12996,1.13055,1.12977,1.13011,628,True
2019-03-14 14:00:00,1.13009,1.13085,1.1295,1.13001,915,True
2019-03-14 14:30:00,1.13003,1.13065,1.12976,1.1301,677,True
2019-03-14 15:00:00,1.13012,1.13066,1.1297,1.1303,695,True
2019-03-14 15:30:00,1.13032,1.131,1.13015,1.13041,698,True
2019-03-14 16:00:00,1.13043,1.13054,1.12975,1.13029,448,True
2019-03-14 16:30:00,1.13027,1.13037,1.12985,1.13002,318,True
2019-03-14 17:00:00,1.13,1.13046,1.1298,1.12986,327,True
2019-03-14 17:30:00,1.12989,1.13044,1.1298,1.12998,425,True
2019-03-14 18:00:00,1.13002,1.13082,1.12998,1.13049,339,True
2019-03-14 18:30:00,1.13048,1.13052,1.12992,1.13007,336,True
2019-03-14 19:00:00,1.13003,1.1303,1.12994,1.13021,233,True
2019-03-14 19:30:00,1.13023,1.13047,1.13018,1.13031,168,True
2019-03-14 20:00:00,1.13033,1.13033,1.13018,1.13022,78,True
2019-03-14 20:30:00,1.13025,1.13064,1.13024,1.13064,121,True
2019-03-14 21:00:00,1.13056,1.1307,1.13032,1.13065,62,True
2019-03-14 21:30:00,1.13052,1.13087,1.13028,1.13063,151,True
2019-03-14 22:00:00,1.13067,1.13104,1.1305,1.13093,123,True
2019-03-14 22:30:00,1.13089,1.13095,1.13066,1.13066,76,True
2019-03-14 23:00:00,1.13069,1.13083,1.13058,1.13073,82,True
2019-03-14 23:30:00,1.13076,1.13097,1.13073,1.13073,83,True
2019-03-15 00:00:00,1.13076,1.13102,1.13065,1.13067,121,True
2019-03-15 00:30:00,1.13069,1.13077,1.1305,1.13066,120,True
2019-03-15 01:00:00,1.13064,1.13097,1.13052,1.13097,131,True
2019-03-15 01:30:00,1.131,1.13133,1.13087,1.13109,129,True
2019-03-15 02:00:00,1.13106,1.13165,1.13106,1.13155,97,True
2019-03-15 02:30:00,1.13158,1.13232,1.13147,1.13232,126,True
2019-03-15 03:00:00,1.13229,1.13277,1.13206,1.13208,205,True
2019-03-15 03:30:00,1.13207,1.13215,1.13197,1.13202,70,True
2019-03-15 04:00:00,1.132,1.13203,1.13161,1.13177,64,True
2019-03-15 04:30:00,1.13174,1.13198,1.13169,1.13198,33,True
2019-03-15 05:00:00,1.13195,1.13198,1.13154,1.13173,51,True
2019-03-15 05:30:00,1.13175,1.13191,1.1317,1.13174,43,True
2019-03-15 06:00:00,1.13174,1.13189,1.13168,1.13181,81,True
2019-03-15 06:30:00,1.13184,1.13212,1.1318,1.13199,143,True
2019-03-15 07:00:00,1.13197,1.13216,1.13168,1.13182,216,True
2019-03-15 07:30:00,1.13186,1.1326,1.13186,1.1326,479,True
2019-03-15 08:00:00,1.13263,1.13298,1.13233,1.13271,471,True
2019-03-15 08:30:00,1.13268,1.13273,1.13197,1.13242,351,True
2019-03-15 09:00:00,1.1324,1.13257,1.13129,1.13185,361,True
2019-03-15 09:30:00,1.13183,1.13245,1.13163,1.13228,241,True
2019-03-15 10:00:00,1.13231,1.13271,1.13214,1.13237,284,True
2019-03-15 10:30:00,1.1324,1.13252,1.13157,1.13197,341,True
2019-03-15 11:00:00,1.13199,1.13216,1.13183,1.13202,214,True
2019-03-15 11:30:00,1.13205,1.13219,1.13177,1.13193,215,True
2019-03-15 12:00:00,1.13195,1.13203,1.13117,1.13136,304,True
2019-03-15 12:30:00,1.13134,1.13163,1.13036,1.13044,515,True
2019-03-15 13:00:00,1.13042,1.13164,1.13008,1.13144,651,True
2019-03-15 13:30:00,1.13145,1.1336,1.13145,1.13305,814,True
2019-03-15 14:00:00,1.1331,1.13451,1.13248,1.13391,872,True
2019-03-15 14:30:00,1.1339,1.13433,1.13349,1.13362,522,True
2019-03-15 15:00:00,1.13365,1.13384,1.13243,1.13331,648,True
2019-03-15 15:30:00,1.13333,1.13415,1.13228,1.13276,980,True
2019-03-15 16:00:00,1.13273,1.13293,1.13234,1.13234,633,True
2019-03-15 16:30:00,1.13232,1.13232,1.13152,1.13182,419,True
2019-03-15 17:00:00,1.13186,1.13216,1.13174,1.13211,222,True
2019-03-15 17:30:00,1.13213,1.13245,1.13188,1.13209,218,True
2019-03-15 18:00:00,1.13206,1.13233,1.13189,1.13194,189,True
2019-03-15 18:30:00,1.1319,1.13218,1.13181,1.13205,153,True
2019-03-15 19:00:00,1.13203,1.13238,1.13197,1.13214,197,True
2019-03-15 19:30:00,1.13211,1.13235,1.13199,1.13226,144,True
2019-03-15 20:00:00,1.13224,1.13232,1.13188,1.13228,111,True
2019-03-15 20:30:00,1.13232,1.13301,1.13228,1.13264,242,True
2019-03-17 21:00:00,1.13268,1.13269,1.13253,1.13253,12,True
2019-03-17 21:30:00,1.13258,1.13303,1.13231,1.13238,57,True
2019-03-17 22:00:00,1.13242,1.13276,1.13242,1.13264,79,True
2019-03-17 22:30:00,1.13267,1.13286,1.13245,1.13273,89,True
2019-03-17 23:00:00,1.1327,1.1327,1.13202,1.13207,84,True
2019-03-17 23:30:00,1.13205,1.13215,1.13201,1.13201,30,True
2019-03-18 00:00:00,1.13203,1.13243,1.13201,1.1324,105,True
2019-03-18 00:30:00,1.13242,1.13252,1.13214,1.13216,70,True
2019-03-18 01:00:00,1.13215,1.13257,1.1321,1.13252,92,True
2019-03-18 01:30:00,1.1325,1.13272,1.13237,1.13268,76,True
2019-03-18 02:00:00,1.13266,1.13273,1.13255,1.13268,80,True
2019-03-18 02:30:00,1.1327,1.13337,1.13268,1.13334,101,True
2019-03-18 03:00:00,1.13331,1.13384,1.13321,1.13384,93,True
2019-03-18 03:30:00,1.13386,1.13388,1.13361,1.13361,103,True
2019-03-18 04:00:00,1.1336,1.13378,1.13353,1.13357,86,True
2019-03-18 04:30:00,1.13356,1.13392,1.1335,1.13372,83,True
2019-03-18 05:00:00,1.13369,1.13372,1.13342,1.1337,45,True
2019-03-18 05:30:00,1.13367,1.13369,1.13327,1.13352,96,True
2019-03-18 06:00:00,1.13352,1.13403,1.13339,1.13398,205,True
2019-03-18 06:30:00,1.13396,1.13455,1.13382,1.13433,189,True
2019-03-18 07:00:00,1.13431,1.13441,1.13392,1.13392,270,True
2019-03-18 07:30:00,1.13394,1.13506,1.13392,1.13504,343,True
2019-03-18 08:00:00,1.13503,1.13514,1.13447,1.13451,478,True
2019-03-18 08:30:00,1.13449,1.13481,1.13421,1.13453,373,True
2019-03-18 09:00:00,1.13451,1.1349,1.1341,1.13472,456,True
2019-03-18 09:30:00,1.1347,1.13517,1.13455,1.13517,348,True
2019-03-18 10:00:00,1.13516,1.13536,1.13482,1.13519,376,True
2019-03-18 10:30:00,1.13516,1.13528,1.13485,1.13528,315,True
2019-03-18 11:00:00,1.13525,1.13588,1.13519,1.13573,299,True
2019-03-18 11:30:00,1.13571,1.1359,1.13541,1.13575,212,True
2019-03-18 12:00:00,1.13578,1.13595,1.13548,1.13575,313,True
2019-03-18 12:30:00,1.13572,1.13572,1.13466,1.13469,347,True
2019-03-18 13:00:00,1.13471,1.13501,1.13453,1.13454,336,True
2019-03-18 13:30:00,1.13453,1.13476,1.13424,1.13467,403,True
2019-03-18 14:00:00,1.13465,1.13503,1.13433,1.13433,378,True
2019-03-18 14:30:00,1.13432,1.13462,1.13414,1.13453,350,True
2019-03-18 15:00:00,1.1345,1.13471,1.1337,1.13386,461,True
2019-03-18 15:30:00,1.13384,1.13402,1.13314,1.13378,796,True
2019-03-18 16:00:00,1.13381,1.13427,1.13348,1.13358,474,True
2019-03-18 16:30:00,1.13356,1.13365,1.13267,1.13303,275,True
2019-03-18 17:00:00,1.13302,1.13328,1.13254,1.13274,256,True
2019-03-18 17:30:00,1.13277,1.13315,1.13268,1.13282,178,True
2019-03-18 18:00:00,1.13285,1.13315,1.13268,1.13308,134,True
2019-03-18 18:30:00,1.13306,1.13378,1.13304,1.13376,189,True
2019-03-18 19:00:00,1.13378,1.13399,1.1336,1.13379,211,True
2019-03-18 19:30:00,1.13377,1.13428,1.13372,1.13428,125,True
2019-03-18 20:00:00,1.13426,1.13436,1.13418,1.13421,82,True
2019-03-18 20:30:00,1.13417,1.13429,1.13397,1.13406,103,True
2019-03-18 21:00:00,1.13388,1.13418,1.1338,1.13386,73,True
2019-03-18 21:30:00,1.13375,1.13397,1.13356,1.13363,46,True
2019-03-18 22:00:00,1.13362,1.13387,1.13362,1.13373,54,True
2019-03-18 22:30:00,1.13376,1.13379,1.13358,1.1336,36,True
2019-03-18 23:00:00,1.13362,1.13376,1.13357,1.13371,53,True
2019-03-18 23:30:00,1.13374,1.13379,1.13357,1.13369,73,True
2019-03-19 00:00:00,1.13367,1.13369,1.13351,1.13357,122,True
2019-03-19 00:30:00,1.13354,1.13408,1.13345,1.13387,190,True
2019-03-19 01:00:00,1.13389,1.13425,1.13374,1.13415,82,True
2019-03-19 01:30:00,1.13414,1.13425,1.13391,1.13391,105,True
2019-03-19 02:00:00,1.13394,1.1342,1.13379,1.13419,115,True
2019-03-19 02:30:00,1.13422,1.13436,1.13415,1.13434,89,True
2019-03-19 03:00:00,1.13437,1.13455,1.13429,1.13445,74,True
2019-03-19 03:30:00,1.13448,1.13494,1.13442,1.13488,95,True
2019-03-19 04:00:00,1.13486,1.13496,1.13471,1.13473,75,True
2019-03-19 04:30:00,1.13476,1.13485,1.13466,1.13467,60,True
2019-03-19 05:00:00,1.13465,1.13479,1.13444,1.13445,90,True
2019-03-19 05:30:00,1.13441,1.13454,1.13431,1.13446,99,True
2019-03-19 06:00:00,1.13446,1.13482,1.13445,1.13475,118,True
2019-03-19 06:30:00,1.13473,1.13511,1.1347,1.13503,187,True
2019-03-19 07:00:00,1.135,1.13514,1.13455,1.13477,303,True
2019-03-19 07:30:00,1.1348,1.13525,1.13457,1.13478,242,True
2019-03-19 08:00:00,1.13476,1.1358,1.13462,1.1356,440,True
2019-03-19 08:30:00,1.13563,1.13575,1.13534,1.13552,241,True
2019-03-19 09:00:00,1.13551,1.13565,1.13516,1.1353,285,True
2019-03-19 09:30:00,1.13533,1.13542,1.13496,1.13539,286,True
2019-03-19 10:00:00,1.13538,1.1355,1.1348,1.13511,299,True
2019-03-19 10:30:00,1.13513,1.13583,1.13513,1.13557,280,True
2019-03-19 11:00:00,1.13554,1.13623,1.13546,1.13568,389,True
2019-03-19 11:30:00,1.13566,1.1357,1.13527,1.13561,260,True
2019-03-19 12:00:00,1.13559,1.1362,1.1355,1.1358,269,True
2019-03-19 12:30:00,1.13582,1.13595,1.13479,1.13528,501,True
2019-03-19 13:00:00,1.13526,1.1362,1.13513,1.13529,504,True
2019-03-19 13:30:00,1.13527,1.13535,1.13453,1.1347,422,True
2019-03-19 14:00:00,1.13468,1.13535,1.13434,1.13464,545,True
2019-03-19 14:30:00,1.13467,1.13509,1.13394,1.13508,415,True
2019-03-19 15:00:00,1.1351,1.13603,1.13508,1.13577,380,True
2019-03-19 15:30:00,1.13575,1.13611,1.13453,1.13472,509,True
2019-03-19 16:00:00,1.13474,1.1353,1.13461,1.13515,477,True
2019-03-19 16:30:00,1.13512,1.13573,1.1347,1.13502,521,True
2019-03-19 17:00:00,1.13504,1.13545,1.13482,1.13544,254,True
2019-03-19 17:30:00,1.13542,1.13598,1.1354,1.13546,223,True
2019-03-19 18:00:00,1.13547,1.13559,1.13525,1.13537,165,True
2019-03-19 18:30:00,1.13539,1.13562,1.13529,1.13539,119,True
2019-03-19 19:00:00,1.13537,1.13555,1.13512,1.13554,143,True
2019-03-19 19:30:00,1.13552,1.13599,1.13544,1.1359,130,True
2019-03-19 20:00:00,1.13586,1.13586,1.13529,1.13529,92,True
2019-03-19 20:30:00,1.1353,1.13557,1.13492,1.13557,106,True
2019-03-19 21:00:00,1.13559,1.13564,1.13511,1.13531,87,True
2019-03-19 21:30:00,1.13536,1.1356,1.13505,1.13509,61,True
2019-03-19 22:00:00,1.13511,1.13535,1.1351,1.13528,57,True
2019-03-19 22:30:00,1.1353,1.13549,1.13521,1.13543,65,True
2019-03-19 23:00:00,1.13545,1.13549,1.13529,1.13534,54,True
2019-03-19 23:30:00,1.13533,1.13554,1.13522,1.13551,60,True
2019-03-20 00:00:00,1.13549,1.13576,1.13534,1.13557,132,True
2019-03-20 00:30:00,1.1356,1.1356,1.1348,1.1348,138,True
2019-03-20 01:00:00,1.13478,1.13485,1.13438,1.13485,207,True
2019-03-20 01:30:00,1.13487,1.13502,1.1348,1.13499,95,True
2019-03-20 02:00:00,1.13501,1.13512,1.13478,1.13479,58,True
2019-03-20 02:30:00,1.13481,1.13486,1.13468,1.13482,70,True
2019-03-20 03:00:00,1.13479,1.1349,1.13456,1.13463,105,True
2019-03-20 03:30:00,1.13465,1.1348,1.13461,1.13474,63,True
2019-03-20 04:00:00,1.13472,1.13488,1.1347,1.13483,58,True
2019-03-20 04:30:00,1.1348,1.1348,1.13458,1.13469,61,True
2019-03-20 05:00:00,1.13466,1.13473,1.13463,1.13469,22,True
2019-03-20 05:30:00,1.13471,1.13488,1.13471,1.1348,39,True
2019-03-20 06:00:00,1.1348,1.13499,1.13465,1.13478,80,True
2019-03-20 06:30:00,1.13479,1.13507,1.13469,1.1348,108,True
2019-03-20 07:00:00,1.13478,1.13542,1.13461,1.1349,199,True
2019-03-20 07:30:00,1.13492,1.13498,1.13414,1.13458,363,True
2019-03-20 08:00:00,1.1346,1.13518,1.13444,1.13458,473,True
2019-03-20 08:30:00,1.1346,1.13467,1.13363,1.13436,454,True
2019-03-20 09:00:00,1.13439,1.13482,1.13428,1.1348,324,True
2019-03-20 09:30:00,1.13482,1.13531,1.13456,1.13499,337,True
2019-03-20 10:00:00,1.13496,1.13555,1.13484,1.13522,306,True
2019-03-20 10:30:00,1.13524,1.13549,1.1351,1.13514,240,True
2019-03-20 11:00:00,1.13511,1.13541,1.13507,1.13512,254,True
2019-03-20 11:30:00,1.1351,1.13585,1.13507,1.13585,254,True
2019-03-20 12:00:00,1.13587,1.13669,1.13584,1.13629,511,True
